video_id	公開日	尺秒	チャンネル	題名	判定理由	URL
3HljzOeKVjI	20260508	1266	Puupi	+12 Nexus Point Xenas Protection Paladin POV	POV語(題名)	https://www.youtube.com/watch?v=3HljzOeKVjI
EkBwlStYhL8	20260508	430	Bigfatdane	Bleeding Mandarins VS  M Vaelgor & Ezzorak  BrM PoV	POV語(題名)	https://www.youtube.com/watch?v=EkBwlStYhL8
Lk1rubYKnQI	20260508	765	Alexander Moreno Crestejo	AMC Tuba Cam DePauw Run 2025	楽器×カメラ(題名)	https://www.youtube.com/watch?v=Lk1rubYKnQI
68e3LjdoY-o	20260507	345	【公式】ジェットコースター男™ (Roller Coaster Man)	Tomahawk on-ride POV (乗車映像) / Sunway Lagoon (マレーシア)	POV語(題名)	https://www.youtube.com/watch?v=68e3LjdoY-o
0LlJyLkgMcE	20260507	1267	Ven's Vault	Skyreach +12 | Guardian Druid Tank POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=0LlJyLkgMcE
vBNlxX1-Dq0	20260507	1924	Raeyla	+20 Seat of the Triumvirate | Outlaw Rogue POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=vBNlxX1-Dq0
z6JkbOt2uNU	20260506	1315	Puupi	+12 Maisara Caverns Affliction Warlock POV	POV語(題名)	https://www.youtube.com/watch?v=z6JkbOt2uNU
8j9cAIiqNic	20260506	1014	Puupi	+13 Skyreach Protection Warrior POV	POV語(題名)	https://www.youtube.com/watch?v=8j9cAIiqNic
L6jmqdPSpsg	20260505	1631	Ven's Vault	Algeth'ar Academy +12 | Guardian Druid Tank POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=L6jmqdPSpsg
nrl5thWM7lc	20260504	638	【公式】ジェットコースター男™ (Roller Coaster Man)	Lost City of Gold Scream Coaster on-ride POV (乗車映像) / Sunway Lagoon (マレーシア)	POV語(題名)	https://www.youtube.com/watch?v=nrl5thWM7lc
TBZO0KtHfB0	20260504	1710	Raeyla	+20 Nexus-Point Xenas | Devourer DH POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=TBZO0KtHfB0
-NknqWXEq9g	20260503	483	【公式】ジェットコースター男™ (Roller Coaster Man)	金谷山スーパーボブスレー＆リフト on-ride POV (乗車映像) / 金谷山公園	POV語(題名)	https://www.youtube.com/watch?v=-NknqWXEq9g
5tl5GNlhaCA	20260503	429	WilliamChenowethDrums	Vigilantes indoor Percussion 2026 “A Prison We Choose” Rehearsal Drum Set Cam	楽器×カメラ(題名)	https://www.youtube.com/watch?v=5tl5GNlhaCA
Q7EFRwn2I0k	20260503	1700	Veroqx	Nexus Point Xenas +18 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=Q7EFRwn2I0k
PKKMJ86TiPQ	20260503	1556	Veroqx	Skyreach +18 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=PKKMJ86TiPQ
Ya7bOqxWaG4	20260503	1940	Veroqx	Magisters Terrace +18 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=Ya7bOqxWaG4
1uEpvP5kRJU	20260503	1769	TheTopher	2026 Ford Explorer Tremor (3.0 TT V6) - POV Driving Impressions	POV語(題名)	https://www.youtube.com/watch?v=1uEpvP5kRJU
cRIhojMBeo0	20260503	1688	Stove	+22 Pit of Saron  352K Overall  Devourer DH PoV	POV語(題名)	https://www.youtube.com/watch?v=cRIhojMBeo0
xDlV6tL2iBU	20260503	1005	SEAN McLaren P	2026 BMW M3 Competition xDrive POV Test Drive	POV語(題名)	https://www.youtube.com/watch?v=xDlV6tL2iBU
baC6HWPS5FY	20260503	1204	Puupi	+12 Magisters' Terrace Mistweaver Monk POV	POV語(題名)	https://www.youtube.com/watch?v=baC6HWPS5FY
h3CvaJHEf6E	20260503	1629	Puupi	+14 Algeth'ar Academy Discipline Priest POV	POV語(題名)	https://www.youtube.com/watch?v=h3CvaJHEf6E
I4d5zYIusIc	20260503	1325	Puupi	+12 Magisters' Terrace Discipline Priest POV	POV語(題名)	https://www.youtube.com/watch?v=I4d5zYIusIc
0QQXHoRl2uQ	20260503	924	LIM-CS POV	kyousuke vs donk/magixx Mirage POV + Keystrokes/custom radar	POV語(題名)	https://www.youtube.com/watch?v=0QQXHoRl2uQ
tnIsYtiwD98	20260503	454	Kwanwoo Lee	"Atlanta Quest Timpani Cam 2026 - ""IDOL"" | WITH SHEET MUSIC"	POV語(概要欄)	https://www.youtube.com/watch?v=tnIsYtiwD98
Y6IlZuoAcOg	20260502	738	superspork76	Ethan Liu | AHS 2026 Marimba headcam	POV語(題名)	https://www.youtube.com/watch?v=Y6IlZuoAcOg
aupmMLgwc7w	20260502	1784	Veroqx	Algethar Academy +18 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=aupmMLgwc7w
_weX1vUqUFI	20260502	1706	Veroqx	Pit of Saron +18 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=_weX1vUqUFI
u3gpKxG-tbY	20260502	1917	Raeyla	+20 Maisara Caverns | Devourer DH POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=u3gpKxG-tbY
6IOFoMFzMTM	20260502	1772	Raeyla	+20 Magister's Terrace | Devourer DH POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=6IOFoMFzMTM
uj9KSohNK8s	20260502	790	Finals Sync Archive	Boston Crusaders 2018 - S.O.S. | Finals + Quad POV Sync	POV語(題名)	https://www.youtube.com/watch?v=uj9KSohNK8s
A-vh2xg67W8	20260502	878	DM Car Reviews	2021 Audi S5 3.0T Sportback Premium - POV Test Drive	POV語(題名)	https://www.youtube.com/watch?v=A-vh2xg67W8
1_sNa0Ssgns	20260501	1978	Veroqx	Seat of the Triumvirate +18 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=1_sNa0Ssgns
smxFAGeZ_z0	20260501	2145	Just Drive POV	2026 Audi RS Q8 Performace POV drive	POV語(題名)	https://www.youtube.com/watch?v=smxFAGeZ_z0
k_P8mTbBiy4	20260430	704	Tech Chronicles 4K	POV: Your Life as an F-14 Tomcat Fighter Pilot (Cadet to Captain)	POV語(題名)	https://www.youtube.com/watch?v=k_P8mTbBiy4
zgVj_m6p8fI	20260430	1258	Puupi	+12 Algeth'ar Academy Vengeance Demon Hunter POV	POV語(題名)	https://www.youtube.com/watch?v=zgVj_m6p8fI
-SojCmn9IiY	20260430	801	Finals Sync Archive	Bluecoats 2025 - The Observer Effect | Center Quad POV + Finals Sync	POV語(題名)	https://www.youtube.com/watch?v=-SojCmn9IiY
gW6MAyzoddE	20260429	1546	Ven's Vault	Seat of the Triumvirate +12 | Guardian Druid Tank POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=gW6MAyzoddE
wVkYm6_Kb2A	20260429	1237	Puupi	+13 Nexus Point Xenas Blood Death Knight POV	POV語(題名)	https://www.youtube.com/watch?v=wVkYm6_Kb2A
ORKB3sQN04k	20260429	1231	Puupi	+13 Skyreach Protection Warrior POV	POV語(題名)	https://www.youtube.com/watch?v=ORKB3sQN04k
aRpyN0z51K0	20260429	1458	Puupi	+13 Pit of Saron Mistweaver Monk POV	POV語(題名)	https://www.youtube.com/watch?v=aRpyN0z51K0
zBkmdYUusXY	20260429	667	Liam Peach	Spirit of Atlanta Lead Mellophone head cam	POV語(題名)	https://www.youtube.com/watch?v=zBkmdYUusXY
chM8Yvvei3E	20260428	1402	Veroqx	Skyreach +17 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=chM8Yvvei3E
vjHk7YGV9qA	20260428	700	GoPro	Best Lines of Nikolai Schirmer's Ski Season | GoPro POV	POV語(題名)	https://www.youtube.com/watch?v=vjHk7YGV9qA
kVu62Rf7BNY	20260427	390	【公式】ジェットコースター男™ (Roller Coaster Man)	スカイジェット on-ride POV (乗車映像) / サントピアワールド	POV語(題名)	https://www.youtube.com/watch?v=kVu62Rf7BNY
jixLdWMLb9g	20260427	1899	Veroqx	Windrunner Spire +17 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=jixLdWMLb9g
FhVH2-TZN7Y	20260427	549	Surfing With Noz	I FOUND A PERFECT REEF BREAK… ALL TO MYSELF! (RAW POV)	POV語(題名)	https://www.youtube.com/watch?v=FhVH2-TZN7Y
V0yBDUlk7LY	20260427	1748	Cyn	+19 Nexus-Point Xenas | Restoration Shaman PoV (12.0.5)	POV語(題名)	https://www.youtube.com/watch?v=V0yBDUlk7LY
0QR8gT8UHtI	20260427	1501	Cyn	+19 Skyreach | Restoration Shaman PoV (12.0.5)	POV語(題名)	https://www.youtube.com/watch?v=0QR8gT8UHtI
93ipSqgIRWk	20260426	1577	Raeyla	+19 Skyreach | Devourer DH POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=93ipSqgIRWk
N_MRnozaoGc	20260426	523	NoSpeedLimitGermany	Elaris Pio Coupe | 49 PS | Top Speed Drive German Autobahn No Speed Limit POV	POV語(題名)	https://www.youtube.com/watch?v=N_MRnozaoGc
rAqhEwjPSvk	20260423	1905	boreas	Maisara Caverns +20 | Midnight Shadow priest pov Voidweaver	POV語(題名)	https://www.youtube.com/watch?v=rAqhEwjPSvk
AG_qDOWdi9k	20260423	933	Joseph Shenouda	INSANE F-35 & F-16 Cockpit POV! 7-Squadron Formation Flight ✈️	POV語(題名)	https://www.youtube.com/watch?v=AG_qDOWdi9k
AGfPaYnSIXs	20260423	377	Dzona	Mythic Belo'ren - Frost DK POV with Walkthrough	POV語(題名)	https://www.youtube.com/watch?v=AGfPaYnSIXs
IC6qbgEN4LU	20260422	572	【公式】ジェットコースター男™ (Roller Coaster Man)	恐竜ジェットコースター on-ride POV (乗車映像) / サントピアワールド	POV語(題名)	https://www.youtube.com/watch?v=IC6qbgEN4LU
IIlU_di6cCs	20260421	2067	Veroqx	Magisters Terrace +17 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=IIlU_di6cCs
OCvjelceRBc	20260421	2058	Veroqx	Maisara Caverns +17 // Brewmaster Monk PoV	POV語(題名)	https://www.youtube.com/watch?v=OCvjelceRBc
hZtXi7iKdlY	20260421	1541	Ven's Vault	Algeth'ar Academy +11 | Guardian Druid Tank POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=hZtXi7iKdlY
ID2acRoybkY	20260421	1853	Raeyla	+19 Windrunner's Spire | Assa Rogue POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=ID2acRoybkY
OwYt3COhMUI	20260421	1690	Raeyla	+19 Nexus-Point Xenas | Assa Rogue POV | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=OwYt3COhMUI
cuK0ac8ERA0	20260421	1291	Puupi	+12 Windrunner Spire Mistweaver Monk POV	POV語(題名)	https://www.youtube.com/watch?v=cuK0ac8ERA0
6-T5LHualhA	20260421	419	Noah Arst	Broken City 2026 Cymbal Headcam	POV語(題名)	https://www.youtube.com/watch?v=6-T5LHualhA
Gp0gINHmeyg	20260421	1654	Cyn	+18 Maisara Caverns | Restoration Shaman PoV (12.0)	POV語(題名)	https://www.youtube.com/watch?v=Gp0gINHmeyg
oCj7VUJiBbE	20260420	352	【公式】ジェットコースター男™ (Roller Coaster Man)	The Big Wave on-ride POV (乗車映像) / Plopsaland Deutschland (ドイツ)	POV語(題名)	https://www.youtube.com/watch?v=oCj7VUJiBbE
NM8_Inh7jsI	20260420	1667	Ven's Vault	Maisara Caverns + 10 | Guardian Druid Tank POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=NM8_Inh7jsI
CerhW-9KdpU	20260420	364	Tech Chronicles 4K	POV: Can You Survive Medieval London’s 10 Deadliest Levels?	POV語(題名)	https://www.youtube.com/watch?v=CerhW-9KdpU
g4_Uzeog4MM	20260420	445	MrBlack	"What is GoPro's ""Mission"" with this? Hero 14???"	POV語(題名)	https://www.youtube.com/watch?v=g4_Uzeog4MM
k12luUNHJXc	20260420	310	MrBlack	First look at the NEW GoPro Line up... and answering the BIG Question!!	POV語(題名)	https://www.youtube.com/watch?v=k12luUNHJXc
Z7bddo41jiI	20260420	653	Kaiden Furton	RCC 2026 | Line Between Us | Vibraphone Headcam - Kaiden Furton	POV語(題名)	https://www.youtube.com/watch?v=Z7bddo41jiI
L6isDD-YrDU	20260420	448	David Elgourt	Sparta 2026 Snare Cam - David Elgourt	楽器×カメラ(題名)	https://www.youtube.com/watch?v=L6isDD-YrDU
t8fqwMdZFxs	20260419	437	WilliamChenowethDrums	Vigilantes indoor Percussion 2026 “A Prison We Choose” Drum Set Cam	楽器×カメラ(題名)	https://www.youtube.com/watch?v=t8fqwMdZFxs
fznCohYM_Rg	20260419	432	Puupi	Gifu vs Midnight Falls Heroic Subtlety Rogue POV	POV語(題名)	https://www.youtube.com/watch?v=fznCohYM_Rg
lI6-av9yDUg	20260419	1459	Puupi	+12 Algeth'ar Academy Preservation Evoker POV	POV語(題名)	https://www.youtube.com/watch?v=lI6-av9yDUg
UVDAu0jjj7Q	20260419	560	NoSpeedLimitGermany	Ford Fiesta Sport 1.6 | 103 PS | Top Speed Drive German Autobahn No Speed Limit POV	POV語(題名)	https://www.youtube.com/watch?v=UVDAu0jjj7Q
ANGVtFoSeeM	20260419	437	John Tyson	Elevate WG 2026 Headcam - John Tyson	POV語(題名)	https://www.youtube.com/watch?v=ANGVtFoSeeM
B8igCtKEqXA	20260419	419	Adam Bloom	Broken City 2026 Drumset Cam	楽器×カメラ(題名)	https://www.youtube.com/watch?v=B8igCtKEqXA
BPTipkhoYUc	20260418	1651	Puupi	+14 Pit of Saron Blood Death Knight POV	POV語(題名)	https://www.youtube.com/watch?v=BPTipkhoYUc
pMclfPPfM4g	20260418	1665	Puupi	+13 Seat of the Triumvirate Affliction Warlock POV	POV語(題名)	https://www.youtube.com/watch?v=pMclfPPfM4g
HcpH8iglXng	20260418	1238	Puupi	+12 Pit of Saron Vengeance Demon Hunter POV	POV語(題名)	https://www.youtube.com/watch?v=HcpH8iglXng
6Q4rNE13ZS4	20260418	1585	LIM-CS POV	sh1ro (36-11) Rating 2.35 POV on Dust2, FACEIT SA avg 2.9k ELo	POV語(題名)	https://www.youtube.com/watch?v=6Q4rNE13ZS4
TtbrUsasVZU	20260418	514	Jason Luttrell	Atlanta Quest 2026 - IDOL - Snare Cam	楽器×カメラ(題名)	https://www.youtube.com/watch?v=TtbrUsasVZU
GoW8ie6gY50	20260418	447	Braden Williams	RCR Winds 2026 Screamer Trumpet Headcam - Braden Williams	POV語(題名)	https://www.youtube.com/watch?v=GoW8ie6gY50
oWQ5nDL0mpU	20260417	1952	Just Drive POV	2026 Cadillac Escalade IQ POV drive	POV語(題名)	https://www.youtube.com/watch?v=oWQ5nDL0mpU
o3_J6AERjdE	20260416	1753	Nori TAMA Drums Lab	【Drum Cam】GOREVENT Full Live Show In Nishi-Eifuku JAM,Tokyo/デスメタルバンド ドラム視点	楽器×カメラ(概要欄)	https://www.youtube.com/watch?v=o3_J6AERjdE
Pw4qsU7YRLI	20260414	1796	Just Drive POV	2026 KIA Seltos Hybrid X-Line POV drive	POV語(題名)	https://www.youtube.com/watch?v=Pw4qsU7YRLI
tVRgL6wOud8	20260414	388	Bigfatdane	Bleeding Mandarin VS M Chimaerus BrM PoV	POV語(題名)	https://www.youtube.com/watch?v=tVRgL6wOud8
rO8qdNgkQSo	20260414	371	Bigfatdane	Bleeding Mandarin VS M Fallen-King Saladbar BrM PoV	POV語(題名)	https://www.youtube.com/watch?v=rO8qdNgkQSo
cZ94PLsuQbk	20260414	453	Bigfatdane	Bleeding Mandarin VS M Imperator Averzian BrM PoV	POV語(題名)	https://www.youtube.com/watch?v=cZ94PLsuQbk
3jFSO4sWnxk	20260413	1688	Cyn	+17 Algeth'ar Academy | Holy Paladin PoV (12.0)	POV語(題名)	https://www.youtube.com/watch?v=3jFSO4sWnxk
scwMhLXwgiY	20260412	1540	Just Drive POV	2026 KIA Seltos Hybrid X-Line POV night drive	POV語(題名)	https://www.youtube.com/watch?v=scwMhLXwgiY
v29eyer5tC0	20260411	1772	IAMSKOTCH	+16 Algeth ar Academy | Prot Pala POV | Lightsmith	POV語(題名)	https://www.youtube.com/watch?v=v29eyer5tC0
wk5FLcMWpcY	20260411	402	GoPro	"""HARMONY"" by Sammy Carlson | GoPro Bonus Edit"	POV語(題名)	https://www.youtube.com/watch?v=wk5FLcMWpcY
R79VExRbELM	20260411	911	DM Car Reviews	2004 BMW X5 3.0i - POV Test Drive	POV語(題名)	https://www.youtube.com/watch?v=R79VExRbELM
n1S3385WAOY	20260409	1850	IAMSKOTCH	+16 Maisara Caverns | Prot Pala POV | Lightsmith	POV語(題名)	https://www.youtube.com/watch?v=n1S3385WAOY
JH0i1ArQjak	20260408	1568	DM Car Reviews	2002 Chevrolet Monte Carlo SS - POV Test Drive	POV語(題名)	https://www.youtube.com/watch?v=JH0i1ArQjak
AK3bPkQqK9A	20260408	1614	Chromo_TV	+18 Nexus Point Xenas | Rider Unholy DK PoV | M+ | WoW | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=AK3bPkQqK9A
RCNYis3W7ik	20260407	1515	Just Drive POV	2026 KIA Niro hybrid POV night drive	POV語(題名)	https://www.youtube.com/watch?v=RCNYis3W7ik
mQPcVwRiNnw	20260407	1894	IAMSKOTCH	+16 Windrunner Spire | Prot Pala POV | Lightsmith	POV語(題名)	https://www.youtube.com/watch?v=mQPcVwRiNnw
xay1sbVbXlk	20260407	1694	IAMSKOTCH	+16 Skyreach | Prot Paladin POV | Lightsmith	POV語(題名)	https://www.youtube.com/watch?v=xay1sbVbXlk
__WIJdOIqq0	20260407	1740	Chromo_TV	+18 Pit of Saron | Unholy DK PoV | M+ | WoW | Midnight S1	POV語(題名)	https://www.youtube.com/watch?v=__WIJdOIqq0
wiL6TJMHzP8	20260406	1294	Ven's Vault	Skyreach +10 | Restoration Druid Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=wiL6TJMHzP8
wSdfsZBIUCM	20260406	1537	Ven's Vault	Pit of Saron +8 | Restoration Druid Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=wSdfsZBIUCM
ZMMTZaSHZIM	20260406	566	Dzona	Mythic Lightblinded vanguard - Unholy DK pov with Walkthrough	POV語(題名)	https://www.youtube.com/watch?v=ZMMTZaSHZIM
rP-Xr5cn6ss	20260406	847	Alexander Moreno Crestejo	AMC Tuba Cam DePauw PC 2024	POV語(概要欄)	https://www.youtube.com/watch?v=rP-Xr5cn6ss
34aBGQ8ZFFQ	20260406	761	Alexander Moreno Crestejo	AMC Tuba Cam DePauw PC 2024	POV語(概要欄)	https://www.youtube.com/watch?v=34aBGQ8ZFFQ
qJ8lzSss39M	20260405	889	TheTopher	2026 Dodge Charger Scat Pack Plus (AWD) - POV Snow Driving (Team O'Neil Rally School)	POV語(題名)	https://www.youtube.com/watch?v=qJ8lzSss39M
VkhROdRlXvQ	20260405	483	NoSpeedLimitGermany	Peugeot 309 GT 1.9 | 109 PS | Top Speed Drive German Autobahn No Speed Limit POV	POV語(題名)	https://www.youtube.com/watch?v=VkhROdRlXvQ
0pvo1LVET1M	20260405	1871	LIM-CS POV	insani (29-18) w/venomzera avg 3.9k Elo (Dust2) | Apr 4, 2026 #cs2 #pov	POV語(題名)	https://www.youtube.com/watch?v=0pvo1LVET1M
csa9-6r1zRc	20260405	1577	Just Drive POV	2026 Hyundai Staria Lounge Hybrid POV night drive	POV語(題名)	https://www.youtube.com/watch?v=csa9-6r1zRc
Rvf46oAl_Yk	20260405	902	Alexander Moreno Crestejo	Eric S  Pacific Crest Tuba Soloist Cam 2024	楽器×カメラ(題名)	https://www.youtube.com/watch?v=Rvf46oAl_Yk
6hrGH6dURko	20260405	737	Alexander Moreno Crestejo	AMC Tuba Cam  San Marcos PC 2024 Run	POV語(概要欄)	https://www.youtube.com/watch?v=6hrGH6dURko
rzU3AioxQEA	20260404	780	【公式】ジェットコースター男™ (Roller Coaster Man)	Grotto Expedition on-ride POV (乗船映像) / Energylandia (ポーランド)	POV語(題名)	https://www.youtube.com/watch?v=rzU3AioxQEA
0wrHNpDPBCU	20260404	1693	Puupi	+12 Algeth'ar Academy Guardian Druid POV	POV語(題名)	https://www.youtube.com/watch?v=0wrHNpDPBCU
8amti1apjjU	20260404	1426	Puupi	+10 Magister's Terrace Blood Death Knight POV	POV語(題名)	https://www.youtube.com/watch?v=8amti1apjjU
rsWUEbUsG8s	20260404	1873	Just Drive POV	2026 KIA Niro hybrid POV drive	POV語(題名)	https://www.youtube.com/watch?v=rsWUEbUsG8s
mSfuJ2BWlOQ	20260404	1859	Cyn	+17 Maisara Caverns | Restoration Druid PoV (12.0)	POV語(題名)	https://www.youtube.com/watch?v=mSfuJ2BWlOQ
UNJvULdLgzE	20260403	1576	Ven's Vault	Windrunner Spire +10 | Restoration Druid Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=UNJvULdLgzE
wRCWXgxFsi0	20260403	1799	Raeyla	+17 Windrunner Spire Sub Rogue POV	POV語(題名)	https://www.youtube.com/watch?v=wRCWXgxFsi0
Pq2-LDRnSdY	20260403	1546	Puupi	+11 Nexus Point Xenas Affliction Warlock POV	POV語(題名)	https://www.youtube.com/watch?v=Pq2-LDRnSdY
IIQ_7TfAMuE	20260403	1409	Puupi	+12 Nexus Point Xenas Subtlety Rogue POV	POV語(題名)	https://www.youtube.com/watch?v=IIQ_7TfAMuE
fWrsdzdOvjE	20260403	1572	Puupi	+12 Algeth'ar Academy Subtlety Rogue POV	POV語(題名)	https://www.youtube.com/watch?v=fWrsdzdOvjE
9OAnoXNG50c	20260403	1747	IAMSKOTCH	+15 Algeth ar Academy | Prot Pala POV | World of Warcraft	POV語(題名)	https://www.youtube.com/watch?v=9OAnoXNG50c
1x860sjh0P8	20260403	1831	IAMSKOTCH	+15 Seat of The Triumvirate | Prot Paladin POV | World of Warcraft	POV語(題名)	https://www.youtube.com/watch?v=1x860sjh0P8
fCFGi1AIKDQ	20260401	1279	Puupi	+11 Seat of the Triumvirate Subtlety Rogue POV	POV語(題名)	https://www.youtube.com/watch?v=fCFGi1AIKDQ
95UQcUZII-Q	20260401	1585	Puupi	+10 Algeth'ar Academy Protection Paladin POV	POV語(題名)	https://www.youtube.com/watch?v=95UQcUZII-Q
gu4-hwxhaN4	20260401	2070	Puupi	+10 Seat of the Triumvirate Blood Death Knight POV	POV語(題名)	https://www.youtube.com/watch?v=gu4-hwxhaN4
4DdLScPFD2k	20260401	1559	LIM-CS POV	donk POV w/magixx (Overpass) avg 3.9k🔥Elo	POV語(題名)	https://www.youtube.com/watch?v=4DdLScPFD2k
fNe8vCFBt0s	20260401	626	Alexander Moreno Crestejo	Tanner Colony Pacific Crest 2021 Gopro Run	POV語(題名)	https://www.youtube.com/watch?v=fNe8vCFBt0s
Hko8Q5-jAoM	20260401	718	Alexander Moreno Crestejo	AMC Pacific Crest 2021 Contra Cam	POV語(概要欄)	https://www.youtube.com/watch?v=Hko8Q5-jAoM
uYaCPW5tV6I	20260401	773	Alexander Moreno Crestejo	AMC Pacific Crest 2021 Contra Gopro Run	POV語(題名)	https://www.youtube.com/watch?v=uYaCPW5tV6I
ilOnCsnJSpk	20260331	2049	Ven's Vault	Magisters' Terrace +10 | Restoration Druid Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=ilOnCsnJSpk
FrDO5veGu_0	20260331	902	Alexander Moreno Crestejo	Eric Schitea Pacific Crest Tuba Cam 2024	楽器×カメラ(題名)	https://www.youtube.com/watch?v=FrDO5veGu_0
4Ol8DzjybBw	20260330	1427	Puupi	+10 Magister's Terrace Discipline Priest POV	POV語(題名)	https://www.youtube.com/watch?v=4Ol8DzjybBw
oCfdpToaS8k	20260330	1566	Puupi	+12 Pit of Saron Subtlety Rogue POV	POV語(題名)	https://www.youtube.com/watch?v=oCfdpToaS8k
bWWLHL6KhHA	20260330	1046	Matthias Lebo	Who has the BEST UNDERWATER COLORS? GoPro vs DJI vs Insta360 vs iPhone vs Xiaomi (with test footage)	POV語(題名)	https://www.youtube.com/watch?v=bWWLHL6KhHA
keTEEPYi1yg	20260330	482	Dzona	Mythic Fallen-King Salhadaar - Unholy DK POV with Commentary	POV語(題名)	https://www.youtube.com/watch?v=keTEEPYi1yg
yulhuANvH4c	20260329	750	Trevor Moore	Boston Crusaders 2025 Vibraphone Headcam - Trevor Moore	POV語(題名)	https://www.youtube.com/watch?v=yulhuANvH4c
hTfatNU3yDM	20260328	393	【公式】ジェットコースター男™ (Roller Coaster Man)	Choco Chip Creek on-ride POV (乗車映像) / Energylandia (ポーランド)	POV語(題名)	https://www.youtube.com/watch?v=hTfatNU3yDM
0zERr55Bgr8	20260328	996	Ven's Vault	Algeth'ar Academy +2 | Restoration Druid Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=0zERr55Bgr8
lHbn4Cq0JRQ	20260328	374	Tech Chronicles 4K	POV: You are in most restricted country	POV語(題名)	https://www.youtube.com/watch?v=lHbn4Cq0JRQ
xZgwcekQUlk	20260328	1686	Just Drive POV	2026 Hyundai Staria Lounge Hybrid POV drive	POV語(題名)	https://www.youtube.com/watch?v=xZgwcekQUlk
ppdT4j_AmsA	20260326	1009	Ven's Vault	Windrunner Spire +2 | Restoration Druid Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=ppdT4j_AmsA
WdRswVJ7cuo	20260326	956	Ven's Vault	Pit of Saron +0 | Restoration Shaman Healer POV | WoW Midnight M+	POV語(題名)	https://www.youtube.com/watch?v=WdRswVJ7cuo
DtAcL2_KQ0k	20260326	1714	Thundyclaps	Algeth'ar Academy +14 Prot Warrior POV	POV語(題名)	https://www.youtube.com/watch?v=DtAcL2_KQ0k
QUiER2umq2o	20260326	439	Puupi	Gifu vs Vaelgor & Ezzorak Heroic Vengeance Demon Hunter POV	POV語(題名)	https://www.youtube.com/watch?v=QUiER2umq2o
TL4tDWeEo4M	20260325	574	Jersey Craig 	Glassy Green Spring Waves Hit NJ (POV)	POV語(題名)	https://www.youtube.com/watch?v=TL4tDWeEo4M
Of1rqTgNorQ	20260325	575	HavenMarches 	"TJC Apache Band 2022 ""Can't Stop the Feeling"" Haven Ferrer trumpet cam"	楽器×カメラ(題名)	https://www.youtube.com/watch?v=Of1rqTgNorQ
9BgeeR-5Tyo	20260324	1629	Just Drive POV	2026 BMW M5 touring POV drive	POV語(題名)	https://www.youtube.com/watch?v=9BgeeR-5Tyo
ID8dF62zhFI	20260324	685	Dzona	Crown of the Cosmos HEROIC (Alleria) Week 1 - Unholy DK POV with Commentary	POV語(題名)	https://www.youtube.com/watch?v=ID8dF62zhFI
JEeoybbSnOs	20260323	764	Savvy Wheels	Watch This Before Your First Road Trip (POV)	POV語(題名)	https://www.youtube.com/watch?v=JEeoybbSnOs
rmT_jYk5C4k	20260322	1950	TheTopher	2025 Porsche 911 GT3 (6-Speed Manual) - POV Canyon Cruise with the Boys	POV語(題名)	https://www.youtube.com/watch?v=rmT_jYk5C4k
EYAw6S7ot3g	20260322	420	Puupi	Gifu vs Fallen King Salhadaar Heroic Vengeance Demon Hunter POV	POV語(題名)	https://www.youtube.com/watch?v=EYAw6S7ot3g
M1o6FLKCZKU	20260322	386	Puupi	Gifu vs Vorasius Heroic Vengeance Demon Hunter POV	POV語(題名)	https://www.youtube.com/watch?v=M1o6FLKCZKU
XhT8kcUxf1M	20260322	344	Puupi	Gifu vs Imperator Averzian Heroic Vengeance Demon Hunter POV	POV語(題名)	https://www.youtube.com/watch?v=XhT8kcUxf1M
